####,,,,,,,,,,,
##################,,"India Pollution levels, State wise, 2014-2015",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
stn_code,sampling_date,State_location,agency,type,p_value,so2,no2,pm2_rspm,location_monitoring_station,date,Year
632,14-11-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 25,rspm 69","Bicholim, Goa",11/14/2015 0:00,2015
633,30-12-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 25,rspm 79","Amona, Goa",12/30/2015 0:00,2015
778,5/2/2015,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 25,rspm 70","Quepem, Tilamol",2/5/2015 0:00,2015
629,25-02-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 67","Usgao Plae, Junction",2/25/2015 0:00,2015
629,22-04-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 69","Usgao Plae, Junction",4/22/2015 0:00,2015
630,26-06-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 76","Codli Tisk, Goa",6/26/2015 0:00,2015
631,22-01-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 67","Honda Junction, Goa",1/22/2015 0:00,2015
631,25-02-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 74","Honda Junction, Goa",2/25/2015 0:00,2015
631,3/4/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 63","Honda Junction, Goa",4/3/2015 0:00,2015
634,3/1/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 64","Assanora Junction, Goa",1/3/2015 0:00,2015
634,8/1/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 66","Assanora Junction, Goa",1/8/2015 0:00,2015
634,16-01-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 74","Assanora Junction, Goa",1/16/2015 0:00,2015
774,17-11-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 71",Margao Town,11/17/2015 0:00,2015
774,27-11-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 73",Margao Town,11/27/2015 0:00,2015
774,18-12-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 75",Margao Town,12/18/2015 0:00,2015
776,4/3/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 72",Ponda Town,3/4/2015 0:00,2015
777,2/1/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 68","Near Railway Station at Kalem, Sanguem",1/2/2015 0:00,2015
777,10/2/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 69","Near Railway Station at Kalem, Sanguem",2/10/2015 0:00,2015
777,10/3/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 67","Near Railway Station at Kalem, Sanguem",3/10/2015 0:00,2015
778,21-01-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 25,rspm 71","Quepem, Tilamol",1/21/2015 0:00,2015
633,25-03-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24.8,rspm 75","Amona, Goa",3/25/2015 0:00,2015
633,24-10-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24.7,rspm 62","Amona, Goa",10/24/2015 0:00,2015
228,2/12/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,23,"pm2 24,rspm 45","Regional Office Orissa SPCB, Rayagada",12/2/2015 0:00,2015
375,2/5/2015,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,23,"pm2 24,rspm 44","Poniarajapuram, On the top of DEL, Coimbatore",5/2/2015 0:00,2015
228,27-04-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,20,"pm2 24,rspm 57","Regional Office Orissa SPCB, Rayagada",4/27/2015 0:00,2015
228,22-06-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,20,"pm2 24,rspm 36","Regional Office Orissa SPCB, Rayagada",6/22/2015 0:00,2015
228,29-10-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,20,"pm2 24,rspm 43","Regional Office Orissa SPCB, Rayagada",10/29/2015 0:00,2015
628,14-04-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,12,"pm2 24,rspm 71","Curchorem, Goa",4/14/2015 0:00,2015
774,12/3/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,12,"pm2 24,rspm 76",Margao Town,3/12/2015 0:00,2015
630,16-12-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 24,rspm 70","Codli Tisk, Goa",12/16/2015 0:00,2015
778,15-12-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 24,rspm 78","Quepem, Tilamol",12/15/2015 0:00,2015
628,3/11/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 65","Curchorem, Goa",11/3/2015 0:00,2015
629,22-01-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 71","Usgao Plae, Junction",1/22/2015 0:00,2015
629,11/2/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 71","Usgao Plae, Junction",2/11/2015 0:00,2015
629,17-04-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 68","Usgao Plae, Junction",4/17/2015 0:00,2015
630,16-01-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 68","Codli Tisk, Goa",1/16/2015 0:00,2015
631,31-10-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 61","Honda Junction, Goa",10/31/2015 0:00,2015
632,1/4/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 62","Bicholim, Goa",4/1/2015 0:00,2015
632,7/11/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 69","Bicholim, Goa",11/7/2015 0:00,2015
632,25-11-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 67","Bicholim, Goa",11/25/2015 0:00,2015
634,25-02-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 68","Assanora Junction, Goa",2/25/2015 0:00,2015
634,7/3/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 72","Assanora Junction, Goa",3/7/2015 0:00,2015
634,22-04-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 70","Assanora Junction, Goa",4/22/2015 0:00,2015
774,29-01-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 71",Margao Town,1/29/2015 0:00,2015
774,8/12/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 69",Margao Town,12/8/2015 0:00,2015
776,2/1/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 60",Ponda Town,1/2/2015 0:00,2015
776,27-01-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 67",Ponda Town,1/27/2015 0:00,2015
777,12/2/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 73","Near Railway Station at Kalem, Sanguem",2/12/2015 0:00,2015
778,7/1/2015,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 24,rspm 66","Quepem, Tilamol",1/7/2015 0:00,2015
634,1/7/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,8,"pm2 24,rspm 49","Assanora Junction, Goa",7/1/2015 0:00,2015
774,13-01-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,8,"pm2 24,rspm 70",Margao Town,1/13/2015 0:00,2015
776,17-03-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,8,"pm2 24,rspm 73",Ponda Town,3/17/2015 0:00,2015
633,21-11-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 23.4,rspm 73","Amona, Goa",11/21/2015 0:00,2015
426,5/10/2015,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,31,"pm2 23,rspm 84","Roof of Traffic Tower, Badambadi, Cuttack",10/5/2015 0:00,2015
228,4/3/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,23,"pm2 23,rspm 55","Regional Office Orissa SPCB, Rayagada",3/4/2015 0:00,2015
11,22-07-15,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,4,21,"pm2 23,rspm 42","Bator, Howrah",7/22/2015 0:00,2015
781,12/2/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 41,rspm 94",Cuncolim Industrial Estate,2/12/2015 0:00,2015
632,3/4/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,11,"pm2 23,rspm 64","Bicholim, Goa",4/3/2015 0:00,2015
631,27-03-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 23,rspm 82","Honda Junction, Goa",3/27/2015 0:00,2015
631,5/12/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 23,rspm 68","Honda Junction, Goa",12/5/2015 0:00,2015
634,28-10-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 23,rspm 62","Assanora Junction, Goa",10/28/2015 0:00,2015
634,30-12-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 23,rspm 75","Assanora Junction, Goa",12/30/2015 0:00,2015
777,27-01-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 23,rspm 71","Near Railway Station at Kalem, Sanguem",1/27/2015 0:00,2015
781,29-01-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 39,rspm 97",Cuncolim Industrial Estate,1/29/2015 0:00,2015
628,3/2/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 75","Curchorem, Goa",2/3/2015 0:00,2015
628,11/12/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 68","Curchorem, Goa",12/11/2015 0:00,2015
629,8/1/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 57","Usgao Plae, Junction",1/8/2015 0:00,2015
629,28-01-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 69","Usgao Plae, Junction",1/28/2015 0:00,2015
629,3/7/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 61","Usgao Plae, Junction",7/3/2015 0:00,2015
630,14-01-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 64","Codli Tisk, Goa",1/14/2015 0:00,2015
630,4/2/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 68","Codli Tisk, Goa",2/4/2015 0:00,2015
631,17-10-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 56","Honda Junction, Goa",10/17/2015 0:00,2015
633,25-11-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 64","Amona, Goa",11/25/2015 0:00,2015
634,27-02-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 66","Assanora Junction, Goa",2/27/2015 0:00,2015
774,1/4/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 76",Margao Town,4/1/2015 0:00,2015
774,9/6/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 61",Margao Town,6/9/2015 0:00,2015
774,3/11/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 68",Margao Town,11/3/2015 0:00,2015
774,11/11/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 63",Margao Town,11/11/2015 0:00,2015
776,28-03-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 64",Ponda Town,3/28/2015 0:00,2015
776,26-05-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 59",Ponda Town,5/26/2015 0:00,2015
776,3/11/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 61",Ponda Town,11/3/2015 0:00,2015
777,13-01-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 75","Near Railway Station at Kalem, Sanguem",1/13/2015 0:00,2015
777,17-02-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 75","Near Railway Station at Kalem, Sanguem",2/17/2015 0:00,2015
778,29-01-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 67","Quepem, Tilamol",1/29/2015 0:00,2015
778,10/2/2015,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 23,rspm 65","Quepem, Tilamol",2/10/2015 0:00,2015
781,24-02-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 39,rspm 83",Cuncolim Industrial Estate,2/24/2015 0:00,2015
780,18-02-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 32,rspm 92",Kundaim Industrial Estate,2/18/2015 0:00,2015
780,4/11/2015,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 29,rspm 73",Kundaim Industrial Estate,11/4/2015 0:00,2015
781,11/12/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 26,rspm 74",Cuncolim Industrial Estate,12/11/2015 0:00,2015
780,15-04-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 25,rspm 85",Kundaim Industrial Estate,4/15/2015 0:00,2015
780,26-09-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 25,rspm 63",Kundaim Industrial Estate,9/26/2015 0:00,2015
631,6/8/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,8,"pm2 23,rspm 59","Honda Junction, Goa",8/6/2015 0:00,2015
632,28-01-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,8,"pm2 23,rspm 73","Bicholim, Goa",1/28/2015 0:00,2015
780,13-05-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 24,rspm 72",Kundaim Industrial Estate,5/13/2015 0:00,2015
780,28-10-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 24,rspm 64",Kundaim Industrial Estate,10/28/2015 0:00,2015
781,24-12-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 23,rspm 65",Cuncolim Industrial Estate,12/24/2015 0:00,2015
633,8/5/2015,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22.9,rspm 64","Amona, Goa",5/8/2015 0:00,2015
633,16-12-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22.6,rspm 74","Amona, Goa",12/16/2015 0:00,2015
780,15-05-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 18,rspm 69",Kundaim Industrial Estate,5/15/2015 0:00,2015
633,18-11-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22.5,rspm 62","Amona, Goa",11/18/2015 0:00,2015
780,10/10/2015,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 18,rspm 61",Kundaim Industrial Estate,10/10/2015 0:00,2015
780,9/12/2015,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,4,10,"pm2 18,rspm 55",Kundaim Industrial Estate,12/9/2015 0:00,2015
426,30-07-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,32,"pm2 22,rspm 57","Roof of Traffic Tower, Badambadi, Cuttack",7/30/2015 0:00,2015
228,30-12-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,22,"pm2 22,rspm 56","Regional Office Orissa SPCB, Rayagada",12/30/2015 0:00,2015
228,16-11-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,21,"pm2 22,rspm 51","Regional Office Orissa SPCB, Rayagada",11/16/2015 0:00,2015
375,20-06-15,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,17,"pm2 22,rspm 28","Poniarajapuram, On the top of DEL, Coimbatore",6/20/2015 0:00,2015
628,18-12-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 22,rspm 70","Curchorem, Goa",12/18/2015 0:00,2015
629,26-12-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 22,rspm 66","Usgao Plae, Junction",12/26/2015 0:00,2015
634,14-11-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 22,rspm 58","Assanora Junction, Goa",11/14/2015 0:00,2015
774,24-12-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 22,rspm 75",Margao Town,12/24/2015 0:00,2015
778,18-12-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 22,rspm 76","Quepem, Tilamol",12/18/2015 0:00,2015
628,24-11-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 57","Curchorem, Goa",11/24/2015 0:00,2015
629,27-02-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 62","Usgao Plae, Junction",2/27/2015 0:00,2015
630,6/2/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 66","Codli Tisk, Goa",2/6/2015 0:00,2015
630,11/2/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 64","Codli Tisk, Goa",2/11/2015 0:00,2015
630,28-11-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 64","Codli Tisk, Goa",11/28/2015 0:00,2015
631,3/1/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 63","Honda Junction, Goa",1/3/2015 0:00,2015
631,6/2/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 59","Honda Junction, Goa",2/6/2015 0:00,2015
632,20-05-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 62","Bicholim, Goa",5/20/2015 0:00,2015
632,30-12-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 59","Bicholim, Goa",12/30/2015 0:00,2015
634,18-03-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 71","Assanora Junction, Goa",3/18/2015 0:00,2015
634,25-03-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 66","Assanora Junction, Goa",3/25/2015 0:00,2015
634,27-03-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 66","Assanora Junction, Goa",3/27/2015 0:00,2015
634,6/5/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 22,rspm 59","Assanora Junction, Goa",5/6/2015 0:00,2015
