####,,,,,,,,,,,
##################,,"India Pollution levels, State wise, 2014-2015",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
stn_code,sampling_date,State_location,agency,type,p_value,so2,no2,pm2_rspm,location_monitoring_station,date,Year
632,26-08-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 30","Bicholim, Goa",8/26/2015 0:00,2015
634,3/6/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 34","Assanora Junction, Goa",6/3/2015 0:00,2015
634,10/7/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 36","Assanora Junction, Goa",7/10/2015 0:00,2015
634,22-08-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 35","Assanora Junction, Goa",8/22/2015 0:00,2015
774,11/6/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 51",Margao Town,6/11/2015 0:00,2015
777,21-08-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 32","Near Railway Station at Kalem, Sanguem",8/21/2015 0:00,2015
777,25-09-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 32","Near Railway Station at Kalem, Sanguem",9/25/2015 0:00,2015
777,20-10-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 11,rspm 31","Near Railway Station at Kalem, Sanguem",10/20/2015 0:00,2015
628,14-07-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 37","Curchorem, Goa",7/14/2015 0:00,2015
628,23-07-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 35","Curchorem, Goa",7/23/2015 0:00,2015
629,12/9/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 32","Usgao Plae, Junction",9/12/2015 0:00,2015
632,5/9/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 32","Bicholim, Goa",9/5/2015 0:00,2015
776,21-07-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 33",Ponda Town,7/21/2015 0:00,2015
776,12/8/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 31",Ponda Town,8/12/2015 0:00,2015
777,19-09-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 31","Near Railway Station at Kalem, Sanguem",9/19/2015 0:00,2015
778,23-07-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 34","Quepem, Tilamol",7/23/2015 0:00,2015
778,19-08-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 11,rspm 33","Quepem, Tilamol",8/19/2015 0:00,2015
633,29-05-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,10,"pm2 10.4,rspm 37","Amona, Goa",5/29/2015 0:00,2015
633,1/7/2015,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 10.4,rspm 34","Amona, Goa",7/1/2015 0:00,2015
633,22-07-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10.1,rspm 33","Amona, Goa",7/22/2015 0:00,2015
781,9/7/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 23,rspm 58",Cuncolim Industrial Estate,7/9/2015 0:00,2015
228,13-04-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,3,18,"pm2 10,rspm 32","Regional Office Orissa SPCB, Rayagada",4/13/2015 0:00,2015
228,14-12-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,3,16,"pm2 10,rspm 33","Regional Office Orissa SPCB, Rayagada",12/14/2015 0:00,2015
781,16-07-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 22,rspm 54",Cuncolim Industrial Estate,7/16/2015 0:00,2015
780,17-07-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 19,rspm 56",Kundaim Industrial Estate,7/17/2015 0:00,2015
781,15-09-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 19,rspm 48",Cuncolim Industrial Estate,9/15/2015 0:00,2015
781,4/9/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 18,rspm 48",Cuncolim Industrial Estate,9/4/2015 0:00,2015
780,15-09-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 17,rspm 56",Kundaim Industrial Estate,9/15/2015 0:00,2015
781,29-08-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 17,rspm 40",Cuncolim Industrial Estate,8/29/2015 0:00,2015
777,9/10/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,9,"pm2 10,rspm 30","Near Railway Station at Kalem, Sanguem",10/9/2015 0:00,2015
781,22-09-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 14,rspm 44",Cuncolim Industrial Estate,9/22/2015 0:00,2015
630,1/7/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 31","Codli Tisk, Goa",7/1/2015 0:00,2015
631,5/9/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 32","Honda Junction, Goa",9/5/2015 0:00,2015
634,15-07-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 30","Assanora Junction, Goa",7/15/2015 0:00,2015
634,26-08-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 33","Assanora Junction, Goa",8/26/2015 0:00,2015
634,28-08-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 31","Assanora Junction, Goa",8/28/2015 0:00,2015
777,19-05-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 34","Near Railway Station at Kalem, Sanguem",5/19/2015 0:00,2015
777,16-07-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 30","Near Railway Station at Kalem, Sanguem",7/16/2015 0:00,2015
777,15-09-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 31","Near Railway Station at Kalem, Sanguem",9/15/2015 0:00,2015
777,17-11-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 10,rspm 30","Near Railway Station at Kalem, Sanguem",11/17/2015 0:00,2015
780,28-08-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 13,rspm 39",Kundaim Industrial Estate,8/28/2015 0:00,2015
628,16-07-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 30","Curchorem, Goa",7/16/2015 0:00,2015
628,12/8/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 31","Curchorem, Goa",8/12/2015 0:00,2015
628,25-08-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 31","Curchorem, Goa",8/25/2015 0:00,2015
629,8/7/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 35","Usgao Plae, Junction",7/8/2015 0:00,2015
629,31-07-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 34","Usgao Plae, Junction",7/31/2015 0:00,2015
629,23-09-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 32","Usgao Plae, Junction",9/23/2015 0:00,2015
630,3/7/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 30","Codli Tisk, Goa",7/3/2015 0:00,2015
630,26-08-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 31","Codli Tisk, Goa",8/26/2015 0:00,2015
630,2/9/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 33","Codli Tisk, Goa",9/2/2015 0:00,2015
630,12/9/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 32","Codli Tisk, Goa",9/12/2015 0:00,2015
631,26-06-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 35","Honda Junction, Goa",6/26/2015 0:00,2015
632,28-08-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 32","Bicholim, Goa",8/28/2015 0:00,2015
632,9/9/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 32","Bicholim, Goa",9/9/2015 0:00,2015
634,8/7/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 32","Assanora Junction, Goa",7/8/2015 0:00,2015
634,23-09-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 33","Assanora Junction, Goa",9/23/2015 0:00,2015
774,4/9/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 31",Margao Town,9/4/2015 0:00,2015
777,5/8/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 10,rspm 31","Near Railway Station at Kalem, Sanguem",8/5/2015 0:00,2015
781,26-05-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 13,rspm 38",Cuncolim Industrial Estate,5/26/2015 0:00,2015
781,9/6/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,8,"pm2 10,rspm 30",Cuncolim Industrial Estate,6/9/2015 0:00,2015
628,23-06-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 10,rspm 34","Curchorem, Goa",6/23/2015 0:00,2015
630,22-08-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 10,rspm 31","Codli Tisk, Goa",8/22/2015 0:00,2015
630,9/9/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 10,rspm 32","Codli Tisk, Goa",9/9/2015 0:00,2015
777,23-06-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 10,rspm 34","Near Railway Station at Kalem, Sanguem",6/23/2015 0:00,2015
777,12/8/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 10,rspm 31","Near Railway Station at Kalem, Sanguem",8/12/2015 0:00,2015
778,14-07-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,5,"pm2 10,rspm 32","Quepem, Tilamol",7/14/2015 0:00,2015
633,28-08-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 9.7,rspm 32","Amona, Goa",8/28/2015 0:00,2015
777,19-08-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,9,"pm2 9,rspm 31","Near Railway Station at Kalem, Sanguem",8/19/2015 0:00,2015
370,25-06-15,"Odisha,Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,3,9,"pm2 9,rspm 67","Regional Office, ORPB, Rourkela",6/25/2015 0:00,2015
774,8/9/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 9,rspm 30",Margao Town,9/8/2015 0:00,2015
776,23-06-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,8,"pm2 9,rspm 36",Ponda Town,6/23/2015 0:00,2015
781,11/6/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 25,rspm 69",Cuncolim Industrial Estate,6/11/2015 0:00,2015
628,14-08-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 9,rspm 30","Curchorem, Goa",8/14/2015 0:00,2015
628,15-09-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 9,rspm 30","Curchorem, Goa",9/15/2015 0:00,2015
629,3/6/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 9,rspm 30","Usgao Plae, Junction",6/3/2015 0:00,2015
631,9/9/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 9,rspm 30","Honda Junction, Goa",9/9/2015 0:00,2015
776,4/9/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 9,rspm 31",Ponda Town,9/4/2015 0:00,2015
777,30-07-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,7,"pm2 9,rspm 30","Near Railway Station at Kalem, Sanguem",7/30/2015 0:00,2015
780,29-05-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 22,rspm 68",Kundaim Industrial Estate,5/29/2015 0:00,2015
628,4/9/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 9,rspm 31","Curchorem, Goa",9/4/2015 0:00,2015
629,26-09-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,3,6,"pm2 9,rspm 31","Usgao Plae, Junction",9/26/2015 0:00,2015
781,23-06-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 20,rspm 53",Cuncolim Industrial Estate,6/23/2015 0:00,2015
781,28-07-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 20,rspm 46",Cuncolim Industrial Estate,7/28/2015 0:00,2015
781,14-07-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 18,rspm 43",Cuncolim Industrial Estate,7/14/2015 0:00,2015
781,30-07-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 16,rspm 42",Cuncolim Industrial Estate,7/30/2015 0:00,2015
780,26-08-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 14,rspm 40",Kundaim Industrial Estate,8/26/2015 0:00,2015
781,5/8/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 14,rspm 38",Cuncolim Industrial Estate,8/5/2015 0:00,2015
781,19-09-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 14,rspm 35",Cuncolim Industrial Estate,9/19/2015 0:00,2015
781,21-08-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 13,rspm 37",Cuncolim Industrial Estate,8/21/2015 0:00,2015
781,26-08-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 13,rspm 39",Cuncolim Industrial Estate,8/26/2015 0:00,2015
781,1/9/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 13,rspm 36",Cuncolim Industrial Estate,9/1/2015 0:00,2015
781,11/9/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 13,rspm 37",Cuncolim Industrial Estate,9/11/2015 0:00,2015
781,21-07-15,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 11,rspm 31",Cuncolim Industrial Estate,7/21/2015 0:00,2015
780,8/7/2015,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 10,rspm 32",Kundaim Industrial Estate,7/8/2015 0:00,2015
781,4/6/2015,"Goa,Cuncolim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 10,rspm 31",Cuncolim Industrial Estate,6/4/2015 0:00,2015
780,20-08-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,7,"pm2 9,rspm 31",Kundaim Industrial Estate,8/20/2015 0:00,2015
780,11/8/2015,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,6,"pm2 19,rspm 51",Kundaim Industrial Estate,8/11/2015 0:00,2015
780,22-07-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,6,"pm2 15,rspm 45",Kundaim Industrial Estate,7/22/2015 0:00,2015
780,6/8/2015,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,6,"pm2 13,rspm 35",Kundaim Industrial Estate,8/6/2015 0:00,2015
780,19-06-15,"Goa,Kundaim",Goa State Pollution Control Board,Industrial Area,,3,6,"pm2 9,rspm 30",Kundaim Industrial Estate,6/19/2015 0:00,2015
744,13-08-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.98,32.6,"pm2 20,rspm 60","APIIC Building, IDA, Pashamylaram",8/13/2014 0:00,2014
744,8/11/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.97,29.3,"pm2 8,rspm 27","APIIC Building, IDA, Pashamylaram",11/8/2014 0:00,2014
744,8/3/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.93,29.2,"pm2 11,rspm 39","APIIC Building, IDA, Pashamylaram",3/8/2014 0:00,2014
744,14-12-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.9,47.3,"pm2 55,rspm 90","APIIC Building, IDA, Pashamylaram",12/14/2014 0:00,2014
744,26-02-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.9,46.3,"pm2 38,rspm 75","APIIC Building, IDA, Pashamylaram",2/26/2014 0:00,2014
744,3/3/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.9,41.5,"pm2 27,rspm 66","APIIC Building, IDA, Pashamylaram",3/3/2014 0:00,2014
744,3/5/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.9,40.7,"pm2 26,rspm 53","APIIC Building, IDA, Pashamylaram",5/3/2014 0:00,2014
744,13-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.9,33.3,"pm2 9,rspm 28","APIIC Building, IDA, Pashamylaram",7/13/2014 0:00,2014
744,9/10/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.9,31,"pm2 11,rspm 32","APIIC Building, IDA, Pashamylaram",10/9/2014 0:00,2014
744,21-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.9,29.8,"pm2 10,rspm 41","APIIC Building, IDA, Pashamylaram",7/21/2014 0:00,2014
744,25-05-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,65.7,"pm2 53,rspm 147","APIIC Building, IDA, Pashamylaram",5/25/2014 0:00,2014
744,6/7/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,53.3,"pm2 32,rspm 93","APIIC Building, IDA, Pashamylaram",7/6/2014 0:00,2014
744,5/7/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,43.8,"pm2 9,rspm 25","APIIC Building, IDA, Pashamylaram",7/5/2014 0:00,2014
744,21-09-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,41.3,"pm2 29,rspm 71","APIIC Building, IDA, Pashamylaram",9/21/2014 0:00,2014
744,25-02-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,39.9,"pm2 46,rspm 82","APIIC Building, IDA, Pashamylaram",2/25/2014 0:00,2014
744,11/11/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,38.9,"pm2 21,rspm 39","APIIC Building, IDA, Pashamylaram",11/11/2014 0:00,2014
744,3/1/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,38.4,"pm2 24,rspm 51","APIIC Building, IDA, Pashamylaram",1/3/2014 0:00,2014
744,7/3/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,37.5,"pm2 14,rspm 48","APIIC Building, IDA, Pashamylaram",3/7/2014 0:00,2014
744,13-09-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,34.9,"pm2 11,rspm 26","APIIC Building, IDA, Pashamylaram",9/13/2014 0:00,2014
744,9/11/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,34.8,"pm2 13,rspm 39","APIIC Building, IDA, Pashamylaram",11/9/2014 0:00,2014
744,29-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,31.2,"pm2 10,rspm 31","APIIC Building, IDA, Pashamylaram",7/29/2014 0:00,2014
744,28-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.8,29.4,"pm2 13,rspm 20","APIIC Building, IDA, Pashamylaram",7/28/2014 0:00,2014
744,8/7/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.74,38.6,"pm2 10,rspm 42","APIIC Building, IDA, Pashamylaram",7/8/2014 0:00,2014
744,10/8/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.7,50.1,"pm2 38,rspm 49","APIIC Building, IDA, Pashamylaram",8/10/2014 0:00,2014
744,24-06-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.7,41.4,"pm2 24,rspm 99","APIIC Building, IDA, Pashamylaram",6/24/2014 0:00,2014
744,21-02-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.7,40.4,"pm2 40,rspm 81","APIIC Building, IDA, Pashamylaram",2/21/2014 0:00,2014
744,24-02-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.7,37,"pm2 33,rspm 74","APIIC Building, IDA, Pashamylaram",2/24/2014 0:00,2014
744,13-10-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.7,36.9,"pm2 31,rspm 97","APIIC Building, IDA, Pashamylaram",10/13/2014 0:00,2014
744,27-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.7,34.9,"pm2 12,rspm 38","APIIC Building, IDA, Pashamylaram",7/27/2014 0:00,2014
744,23-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.7,27.2,"pm2 6,rspm 20","APIIC Building, IDA, Pashamylaram",7/23/2014 0:00,2014
744,22-10-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.6,42.7,"pm2 27,rspm 40","APIIC Building, IDA, Pashamylaram",10/22/2014 0:00,2014
744,27-02-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.6,41.4,"pm2 29,rspm 62","APIIC Building, IDA, Pashamylaram",2/27/2014 0:00,2014
744,8/10/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.6,37.8,"pm2 10,rspm 41","APIIC Building, IDA, Pashamylaram",10/8/2014 0:00,2014
744,25-06-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.6,37.7,"pm2 24,rspm 94","APIIC Building, IDA, Pashamylaram",6/25/2014 0:00,2014
744,9/9/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.6,30.3,"pm2 12,rspm 31","APIIC Building, IDA, Pashamylaram",9/9/2014 0:00,2014
744,1/4/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.5,86.9,"pm2 99,rspm 162","APIIC Building, IDA, Pashamylaram",4/1/2014 0:00,2014
744,18-05-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.5,66.8,"pm2 105,rspm 46","APIIC Building, IDA, Pashamylaram",5/18/2014 0:00,2014
744,5/8/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.5,55.2,"pm2 8,rspm 20","APIIC Building, IDA, Pashamylaram",8/5/2014 0:00,2014
744,14-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.5,34.2,"pm2 10,rspm 24","APIIC Building, IDA, Pashamylaram",7/14/2014 0:00,2014
744,23-02-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.5,32.8,"pm2 32,rspm 65","APIIC Building, IDA, Pashamylaram",2/23/2014 0:00,2014
744,8/5/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.48,26.9,"pm2 7,rspm 21","APIIC Building, IDA, Pashamylaram",5/8/2014 0:00,2014
744,6/6/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.4,49.4,"pm2 33,rspm 93","APIIC Building, IDA, Pashamylaram",6/6/2014 0:00,2014
744,16-09-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.4,39.3,"pm2 22,rspm 67","APIIC Building, IDA, Pashamylaram",9/16/2014 0:00,2014
744,9/12/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.4,36.5,"pm2 15,rspm 35","APIIC Building, IDA, Pashamylaram",12/9/2014 0:00,2014
744,22-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.4,27.7,"pm2 8,rspm 22","APIIC Building, IDA, Pashamylaram",7/22/2014 0:00,2014
744,23-08-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.36,38.2,"pm2 13,rspm 23","APIIC Building, IDA, Pashamylaram",8/23/2014 0:00,2014
744,18-07-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.3,29.5,"pm2 8,rspm 32","APIIC Building, IDA, Pashamylaram",7/18/2014 0:00,2014
744,9/4/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,2.3,26.8,"pm2 4,rspm 10","APIIC Building, IDA, Pashamylaram",4/9/2014 0:00,2014
